OBFCM data source,ID,OBFCM ReportingPeriod,Registration Year,Total fuel consumed (lifetime) (l),Total distance travelled (lifetime) (km),Total distance travelled in charge depleting operation with engine off (lifetime) (km),Total distance travelled in charge depleting operation with engine running (lifetime) (km),Total distance travelled in driver-selectable charge increasing operation (lifetime)  (km),Total fuel consumed in charge depleting operation (lifetime) (l),Total fuel consumed in driver-selectable charge increasing operation (lifetime) (l),Total grid energy into the battery (lifetime) (kWh),Used in calculation
OEM,63006721,2021,2021,59,695,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007414,2021,2021,104,936,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007315,2021,2021,1,6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63007342,2021,2021,292,3632,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007251,2021,2021,83,998,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006992,2021,2021,3,17,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63007099,2021,2021,637,6786,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007295,2021,2021,1339,15924,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007134,2021,2021,3734,43416,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007769,2021,2021,965,11736,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007380,2021,2021,2000,25706,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006460,2021,2021,2676,29481,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007501,2021,2021,1002,11457,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006459,2021,2021,563,6433,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006994,2021,2021,1122,13815,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9509418,2021,2021,42.46,378.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9524090,2021,2021,248.7,3460.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5717800,2021,2021,1065,19936,0,0,0,0,0,0,1
OEM,10255676,2021,2021,2505.21,31217.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5842755,2021,2021,158.9,1891.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8919278,2021,2021,1.4,6.5,0,0,0,0,0,0,0
OEM,8919280,2021,2021,1.1,5.5,0,0,0,0,0,0,0
OEM,5759441,2021,2021,1138,14483,0,0,0,0,0,0,1
OEM,5767123,2021,2021,3073.71,37513,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767041,2021,2021,306.19,3642.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767175,2021,2021,3610.64,40873.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767044,2021,2021,205.83,2085.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767165,2021,2021,1754.52,17414.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767046,2021,2021,4282.42,45442.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767085,2021,2021,623.65,6715.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767111,2021,2021,766.15,8156.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767131,2021,2021,524.12,5427.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767089,2021,2021,2644.57,27817.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8390887,2021,2021,249.28,3034,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767061,2021,2021,1291.53,16423.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767096,2021,2021,2253.54,25722.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767042,2021,2021,293.81,3822,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767075,2021,2021,788.66,9653.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767087,2021,2021,367.66,3953,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767109,2021,2021,436.84,4675.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767106,2021,2021,138.58,1836.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767071,2021,2021,535.43,6404.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767139,2021,2021,1014.36,11444.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767124,2021,2021,1386.74,15760.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767039,2021,2021,371.65,4131,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767049,2021,2021,811.57,9863.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767176,2021,2021,322.67,4237.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767148,2021,2021,202.39,2323.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767050,2021,2021,245.1,2727.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767101,2021,2021,978.01,11387.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767155,2021,2021,1932.3,23718.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767122,2021,2021,771.47,8849.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767147,2021,2021,1014.65,12663.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767160,2021,2021,489.92,5883.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767130,2021,2021,277.63,3360.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767097,2021,2021,1517.73,17347.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767153,2021,2021,600.94,7184.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767077,2021,2021,443.61,4756,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767088,2021,2021,3233.44,35053,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767170,2021,2021,398.86,4233.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767051,2021,2021,693.19,7470.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767073,2021,2021,640.47,5753.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767164,2021,2021,981.08,9716.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767168,2021,2021,1550.89,15120.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767100,2021,2021,151.71,1577.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767064,2021,2021,806.1,8595,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767062,2021,2021,1315.28,13330.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767099,2021,2021,942.86,10306.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767117,2021,2021,5081.2,48943.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767150,2021,2021,345.32,4096.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767066,2021,2021,2662.51,29076.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767162,2021,2021,754.08,8436,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767136,2021,2021,1210.02,11647.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767142,2021,2021,283.95,2908.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767159,2021,2021,64.5,530.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767120,2021,2021,693.15,7877.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767055,2021,2021,599.93,8078.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767043,2021,2021,528.6,5705.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767112,2021,2021,212.81,2533.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767095,2021,2021,2546.85,27400.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767166,2021,2021,1210.2,12446.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9651337,2021,2021,323.4,3488.5,0,0,0,0,0,0,1
OEM,9674345,2021,2021,2.07,9.4,0,0,0,0,0,0,0
OEM,9674363,2021,2021,5.45,43.9,0,0,0,0,0,0,0
OEM,9674366,2021,2021,1.18,5.6,0,0,0,0,0,0,0
OEM,8805033,2021,2021,3.6,46.8,0,0,0,0,0,0,0
OEM,8805044,2021,2021,1.1,6.7,0,0,0,0,0,0,0
OEM,8805046,2021,2021,1.2,6.3,0,0,0,0,0,0,0
OEM,8805053,2021,2021,1,3.9,0,0,0,0,0,0,0
OEM,8805054,2021,2021,2,6.2,0,0,0,0,0,0,0
OEM,8805056,2021,2021,1,5.7,0,0,0,0,0,0,0
OEM,5841631,2021,2021,61.74,949.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5841633,2021,2021,231.92,3496.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8917138,2021,2021,2.6,21.7,0,0,0,0,0,0,0
OEM,5694142,2021,2021,1382,20618,0,0,0,0,0,0,1
OEM,5694150,2021,2021,2001,22491,0,0,0,0,0,0,1
OEM,5694368,2021,2021,2157,29813,0,0,0,0,0,0,1
OEM,5694404,2021,2021,175,2409,0,0,0,0,0,0,1
OEM,8407513,2021,2021,1583,15204,0,0,0,0,0,0,1
OEM,5694310,2021,2021,1465,19885,0,0,0,0,0,0,1
OEM,10238636,2021,2021,1.1,6.1,0,0,0,0,0,0,0
OEM,10238637,2021,2021,1.4,8.3,0,0,0,0,0,0,0
OEM,10238639,2021,2021,1.7,8.7,0,0,0,0,0,0,0
OEM,10238640,2021,2021,1.7,7.8,0,0,0,0,0,0,0
OEM,10238644,2021,2021,2.1,7.5,0,0,0,0,0,0,0
OEM,10238646,2021,2021,1.3,6.3,0,0,0,0,0,0,0
OEM,9794544,2021,2021,1.1,5.8,0,0,0,0,0,0,0
OEM,8840270,2021,2021,7.4,97,0,0,0,0,0,0,0
OEM,5848753,2021,2021,1566.62,15721,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8390688,2021,2021,197.72,3190,0,0,0,0,0,0,1
OEM,8962691,2021,2021,906.16,10053.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8962692,2021,2021,1437.34,15257.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8962715,2021,2021,1539.87,17423,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9827784,2021,2021,199.2,4545.3,0,0,0,0,0,0,1
OEM,9827760,2021,2021,77.3,1685.5,0,0,0,0,0,0,1
OEM,5807758,2021,2021,73,793,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9872766,2021,2021,1634.45,35540.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9872782,2021,2021,1148.64,25196,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9872788,2021,2021,294.55,5922.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9872792,2021,2021,108.59,2189.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9872750,2021,2021,96.4,980.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806047,2021,2021,2.46,20.1,0,0,0,0,0,0,0
OEM,5747176,2021,2021,693,6049,0,0,0,0,0,0,1
OEM,5717862,2021,2021,1145,22933,0,0,0,0,0,0,1
OEM,8710417,2021,2021,3,7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8710418,2021,2021,938,9772,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9560078,2021,2021,3,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8710419,2021,2021,461,5442,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9560080,2021,2021,2529,23705,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9560068,2021,2021,404,3758,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9560069,2021,2021,335,3335,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9560070,2021,2021,2,6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8966071,2021,2021,9.82,39,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8966086,2021,2021,2.95,14.7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8966091,2021,2021,3.12,10.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8966101,2021,2021,435.77,5684.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8966105,2021,2021,299.53,3967.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100407,2021,2021,1770.72,32072.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100413,2021,2021,258.92,3469.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100416,2021,2021,743.85,13937.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100350,2021,2021,1726.85,28463.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100362,2021,2021,1401.35,26157.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10100363,2021,2021,1236.94,25921.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8970226,2021,2021,25.01,264.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8970235,2021,2021,111.69,1079.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846554,2021,2021,3.86,13.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8970258,2021,2021,10.4,87.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8970530,2021,2021,4.42,16.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8970541,2021,2021,3.16,15.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5846672,2021,2021,3.59,9.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5846675,2021,2021,749.59,12237.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846680,2021,2021,1896.53,32558.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10098815,2021,2021,1182.45,13775.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10098835,2021,2021,1304.02,15878.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10098843,2021,2021,634.73,8462,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750130,2021,2021,432.32,6945.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750142,2021,2021,1292.27,19445.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750152,2021,2021,562.69,6854.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750153,2021,2021,665.23,12107.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8382444,2021,2021,2.92,11.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9750479,2021,2021,6830.11,125618.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750480,2021,2021,662.72,9003,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750488,2021,2021,844.9,14861.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9750492,2021,2021,1838.78,27757.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9731209,2021,2021,1387.38,18764.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739075,2021,2021,477.17,4945.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739088,2021,2021,844.19,21435.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9731431,2021,2021,99.67,1014.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9989280,2021,2021,6660.36,89769.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9989459,2021,2021,5.03,20.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9739404,2021,2021,1488.76,16691.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739408,2021,2021,945.33,10172.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739714,2021,2021,258.3,3163.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739717,2021,2021,276.33,2953.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9739783,2021,2021,5.86,28.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9739805,2021,2021,2.74,10,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9767541,2021,2021,2.42,12.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9767560,2021,2021,8.7,76.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9767594,2021,2021,2.15,8.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10169533,2021,2021,2103.47,29893.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10169536,2021,2021,325.21,3686.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10169548,2021,2021,1880.83,24922.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748505,2021,2021,374.92,6212.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748507,2021,2021,1920.4,29336.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748522,2021,2021,1007.43,17553.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748530,2021,2021,844.42,16669.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748537,2021,2021,266.09,3929.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748543,2021,2021,16.73,174.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9748561,2021,2021,144.15,1844.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748573,2021,2021,3.31,10.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9748574,2021,2021,467.59,6873.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748582,2021,2021,69.23,1017.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748591,2021,2021,1547.38,26128.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9748594,2021,2021,2.75,11.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9747612,2021,2021,1.6,6.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9747631,2021,2021,2.08,11.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9747632,2021,2021,1.76,8.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753278,2021,2021,174.29,2575.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10171521,2021,2021,4.14,14,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9732229,2021,2021,1182.5,14985.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9732231,2021,2021,10691.73,108231.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9732246,2021,2021,1404.47,12832.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9732255,2021,2021,4.24,14,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9762018,2021,2021,2559.4,26677.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10171760,2021,2021,249.42,3003.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9747759,2021,2021,119.26,1769.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9753643,2021,2021,0.92,4.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753650,2021,2021,1.65,9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753672,2021,2021,1.81,11.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753701,2021,2021,1.27,8.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753710,2021,2021,9.79,120.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9513570,2021,2021,1470.7,20964.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9513577,2021,2021,5.8,48.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9513601,2021,2021,2072.78,32553.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9753755,2021,2021,24.28,374.7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753758,2021,2021,325.95,5793.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9753763,2021,2021,1.85,14.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753775,2021,2021,67.62,992.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9753780,2021,2021,2.16,9.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753788,2021,2021,1.63,5.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9753827,2021,2021,3.22,38.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10175456,2021,2021,221.6,4855.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10175484,2021,2021,255.69,4357.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10175506,2021,2021,2.87,15.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10260370,2021,2021,1445.79,13543.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10260371,2021,2021,3348.9,30453.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10260375,2021,2021,2241.29,20621.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10260381,2021,2021,4852.77,45886.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10260387,2021,2021,1316.94,12654.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10260393,2021,2021,3978.79,34764.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9804565,2021,2021,3.36,11.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9804567,2021,2021,1.94,14.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9807231,2021,2021,708.6,9464.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9807273,2021,2021,1228.97,22103.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5758915,2021,2021,1330,16999,0,0,0,0,0,0,1
OEM,5759884,2021,2021,128,1665,0,0,0,0,0,0,1
OEM,5743685,2021,2021,234,3113,0,0,0,0,0,0,1
OEM,5759229,2021,2021,450,5937,0,0,0,0,0,0,1
OEM,8983792,2021,2021,155,2021,0,0,0,0,0,0,1
OEM,5761417,2021,2021,797,15181,0,0,0,0,0,0,1
OEM,5760985,2021,2021,1125,14403,0,0,0,0,0,0,1
OEM,5759124,2021,2021,1715,23446,0,0,0,0,0,0,0
OEM,5738454,2021,2021,284,2212,0,0,0,0,0,0,1
OEM,5714035,2021,2021,400,6485,0,0,0,0,0,0,1
OEM,5714052,2021,2021,261,3967,0,0,0,0,0,0,1
OEM,5757709,2021,2021,31,575,0,0,0,0,0,0,1
OEM,5757715,2021,2021,829,14182,0,0,0,0,0,0,1
OEM,5759378,2021,2021,1181,14721,0,0,0,0,0,0,1
OEM,5759741,2021,2021,854,15078,0,0,0,0,0,0,1
OEM,9991126,2021,2021,1365.7,14716.8,0,0,0,0,0,0,1
OEM,9795575,2021,2021,1136.4,14931.5,0,0,0,0,0,0,1
OEM,9795601,2021,2021,6.2,39.4,0,0,0,0,0,0,0
OEM,9795604,2021,2021,308.3,3498.1,0,0,0,0,0,0,1
OEM,8910097,2021,2021,2.2,14.4,0,0,0,0,0,0,0
OEM,8910662,2021,2021,1.6,4.4,0,0,0,0,0,0,0
OEM,8397673,2021,2021,1.8,19.5,0,0,0,0,0,0,0
OEM,8397674,2021,2021,1.4,12.3,0,0,0,0,0,0,0
OEM,8397675,2021,2021,1.2,7.8,0,0,0,0,0,0,0
OEM,8397676,2021,2021,5.2,84.5,0,0,0,0,0,0,0
OEM,8909664,2021,2021,2065.6,28638,0,0,0,0,0,0,1
OEM,8909665,2021,2021,1470.9,20236.4,0,0,0,0,0,0,1
OEM,8909721,2021,2021,1573.1,18918,0,0,0,0,0,0,1
OEM,8909722,2021,2021,1442.1,20065.6,0,0,0,0,0,0,1
OEM,9858504,2021,2021,1116.1,19869.7,0,0,0,0,0,0,1
OEM,8387944,2021,2021,729,14063.5,0,0,0,0,0,0,1
OEM,8387935,2021,2021,117.8,2558,0,0,0,0,0,0,1
OEM,8387942,2021,2021,21.6,359.3,0,0,0,0,0,0,0
OEM,8388023,2021,2021,592.2,9625,0,0,0,0,0,0,1
OEM,8387932,2021,2021,112.3,2028.1,0,0,0,0,0,0,1
OEM,8387929,2021,2021,645.2,11148.4,0,0,0,0,0,0,1
OEM,8387941,2021,2021,1.9,22.5,0,0,0,0,0,0,0
OEM,9883639,2021,2021,1.3,6.4,0,0,0,0,0,0,0
OEM,8910613,2021,2021,2,12.3,0,0,0,0,0,0,0
OEM,8910622,2021,2021,1.6,5.8,0,0,0,0,0,0,0
OEM,8910623,2021,2021,1.8,7.5,0,0,0,0,0,0,0
OEM,8910628,2021,2021,1.5,4.4,0,0,0,0,0,0,0
OEM,8910655,2021,2021,1.2,4.1,0,0,0,0,0,0,0
OEM,8910656,2021,2021,28.8,419.5,0,0,0,0,0,0,0
OEM,8910659,2021,2021,1.2,7.3,0,0,0,0,0,0,0
OEM,8910660,2021,2021,1.6,5.4,0,0,0,0,0,0,0
OEM,8910673,2021,2021,1.6,4.9,0,0,0,0,0,0,0
OEM,8910683,2021,2021,3.5,20.8,0,0,0,0,0,0,0
OEM,8850575,2021,2021,1.5,4.9,0,0,0,0,0,0,0
OEM,8850578,2021,2021,1.5,4.3,0,0,0,0,0,0,0
OEM,8850422,2021,2021,3.9,39,0,0,0,0,0,0,0
OEM,8850533,2021,2021,46.1,503.4,0,0,0,0,0,0,1
OEM,8850536,2021,2021,3.1,11.6,0,0,0,0,0,0,0
OEM,8850554,2021,2021,5.1,38.4,0,0,0,0,0,0,0
OEM,8850559,2021,2021,1.2,6,0,0,0,0,0,0,0
OEM,8850567,2021,2021,1.3,4.5,0,0,0,0,0,0,0
OEM,8850595,2021,2021,2.9,21,0,0,0,0,0,0,0
OEM,10091932,2021,2021,3.5,14.6,0,0,0,0,0,0,0
OEM,10091934,2021,2021,237.2,2729.9,0,0,0,0,0,0,1
OEM,8850525,2021,2021,1.8,4.5,0,0,0,0,0,0,0
OEM,8850382,2021,2021,1.7,11.9,0,0,0,0,0,0,0
OEM,8850426,2021,2021,1.8,7.5,0,0,0,0,0,0,0
OEM,8850427,2021,2021,1.3,5.6,0,0,0,0,0,0,0
OEM,8850449,2021,2021,1.2,5.6,0,0,0,0,0,0,0
OEM,8399692,2021,2021,3.2,13.5,0,0,0,0,0,0,0
OEM,8850464,2021,2021,1.4,12.6,0,0,0,0,0,0,0
OEM,8850466,2021,2021,18.9,256,0,0,0,0,0,0,0
OEM,8399584,2021,2021,1.7,8.2,0,0,0,0,0,0,0
OEM,8850562,2021,2021,1.3,7.6,0,0,0,0,0,0,0
OEM,8850501,2021,2021,1.1,17.8,0,0,0,0,0,0,0
OEM,8850597,2021,2021,2.8,12.4,0,0,0,0,0,0,0
OEM,8850602,2021,2021,1.4,12.7,0,0,0,0,0,0,0
OEM,8850400,2021,2021,1,4.7,0,0,0,0,0,0,0
OEM,8850429,2021,2021,1.4,18.6,0,0,0,0,0,0,0
OEM,8850579,2021,2021,4.6,37.6,0,0,0,0,0,0,0
OEM,9794613,2021,2021,2.1,9.4,0,0,0,0,0,0,0
OEM,8850552,2021,2021,1.4,6.5,0,0,0,0,0,0,0
OEM,9794612,2021,2021,1.2,5.9,0,0,0,0,0,0,0
OEM,8850475,2021,2021,1.4,5.7,0,0,0,0,0,0,0
OEM,9794611,2021,2021,1.2,5.7,0,0,0,0,0,0,0
OEM,8850773,2021,2021,13.1,135.4,0,0,0,0,0,0,0
