OBFCM data source,ID,OBFCM ReportingPeriod,Registration Year,Total fuel consumed (lifetime) (l),Total distance travelled (lifetime) (km),Total distance travelled in charge depleting operation with engine off (lifetime) (km),Total distance travelled in charge depleting operation with engine running (lifetime) (km),Total distance travelled in driver-selectable charge increasing operation (lifetime)  (km),Total fuel consumed in charge depleting operation (lifetime) (l),Total fuel consumed in driver-selectable charge increasing operation (lifetime) (l),Total grid energy into the battery (lifetime) (kWh),Used in calculation
OEM,9751040,2021,2021,116.54,1526,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9751053,2021,2021,427.07,7086.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101802,2021,2021,654.4,11440,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101839,2021,2021,130.46,1776.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9751199,2021,2021,260.06,3900.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101090,2021,2021,642.39,11518.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8382912,2021,2021,1142.88,15867.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101406,2021,2021,209.06,3387.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101480,2021,2021,906.97,14311.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101483,2021,2021,1221.21,22078.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10101484,2021,2021,424.57,6738.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8928563,2021,2021,1.66,7,0,0,0,0,0,0,0
OEM,8928566,2021,2021,0.92,4.8,0,0,0,0,0,0,0
OEM,8928584,2021,2021,1.27,4.9,0,0,0,0,0,0,0
OEM,8383083,2021,2021,1017.42,11171,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9742065,2021,2021,3.2,20.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9742084,2021,2021,3.02,14.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8887898,2021,2021,228,3395.5,0,0,0,0,0,0,1
OEM,9742182,2021,2021,1.79,9.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9742190,2021,2021,3.98,26.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8887995,2021,2021,3,23.7,0,0,0,0,0,0,0
OEM,8887998,2021,2021,2.8,22.9,0,0,0,0,0,0,0
OEM,9751309,2021,2021,441.69,5540.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9762675,2021,2021,259.96,2800.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9742228,2021,2021,5.01,31.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9763521,2021,2021,1088.86,11016.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9763549,2021,2021,1620.66,15463.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9763553,2021,2021,2.62,11.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9763556,2021,2021,579.61,4985.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9763561,2021,2021,404.83,3916.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9763578,2021,2021,3.97,28.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9763590,2021,2021,3.53,25.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9763594,2021,2021,2.05,11.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9763596,2021,2021,195.98,1798.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10178192,2021,2021,2.3,10.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10178197,2021,2021,2.48,8.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10178205,2021,2021,4.55,13.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10173465,2021,2021,1188.18,15936.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10173473,2021,2021,2233.93,28478,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10173482,2021,2021,2129.51,33615.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10173494,2021,2021,1978.22,33413.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006687,2021,2021,1464,20479,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006951,2021,2021,5265,67955,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007838,2021,2021,1012,11034,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007436,2021,2021,2447,29696,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007817,2021,2021,851,10891,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007912,2021,2021,2215,30405,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007418,2021,2021,344,3605,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007763,2021,2021,656,6967,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007718,2021,2021,493,4941,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007019,2021,2021,2053,28089,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006642,2021,2021,2,10,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63006936,2021,2021,90,1077,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007690,2021,2021,2633,33336,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007268,2021,2021,1489,18552,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006564,2021,2021,197,2018,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007685,2021,2021,188,2443,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007846,2021,2021,2571,32561,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63007891,2021,2021,916,9261,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006409,2021,2021,987,12225,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63006553,2021,2021,1,3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5846932,2021,2021,1324.66,23599.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846933,2021,2021,12.3,174,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5846849,2021,2021,188.76,2560,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846852,2021,2021,514.04,7498.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846853,2021,2021,771.39,13211,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846985,2021,2021,101.53,1623,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846986,2021,2021,390.01,4841.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964176,2021,2021,1214.27,16921,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964203,2021,2021,1158.9,13709.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964473,2021,2021,1635.35,19510.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964552,2021,2021,1277.58,14570,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964555,2021,2021,1480.26,19013.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8964557,2021,2021,754.57,10055.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846315,2021,2021,141.26,2120.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846319,2021,2021,1945.58,31211.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846342,2021,2021,1733.94,30692.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846351,2021,2021,335.09,7061.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846261,2021,2021,1963.59,31714.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846268,2021,2021,8.45,89.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5846272,2021,2021,1665.2,28898.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846273,2021,2021,703.09,12905.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5846284,2021,2021,2450.46,37680.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5847414,2021,2021,594.84,11008.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5847415,2021,2021,2.01,13.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8964444,2021,2021,4.39,17.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8964456,2021,2021,304.64,3924.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8381443,2021,2021,523.18,9743.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8381503,2021,2021,902.5,19144.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8382046,2021,2021,2.63,11.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8963474,2021,2021,1371.77,19276.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5807943,2021,2021,828,10962,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5807947,2021,2021,3,320,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5806558,2021,2021,400,4489,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806561,2021,2021,2,210,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5806564,2021,2021,404,5405,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806568,2021,2021,310,3746,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806597,2021,2021,2,249,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5806603,2021,2021,76,980,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806608,2021,2021,672,7657,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806618,2021,2021,619,8194,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5806620,2021,2021,6,691,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5806579,2021,2021,7,924,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5749465,2021,2021,37,487,0,0,0,0,0,0,0
OEM,9743580,2021,2021,5.13,45.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743581,2021,2021,131.98,1774.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743686,2021,2021,41.31,471.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743799,2021,2021,21.8,257.7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743801,2021,2021,177.08,1994.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743646,2021,2021,29.37,340.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5734110,2021,2021,54,624,0,0,0,0,0,0,1
OEM,5850890,2021,2021,7.78,73.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5850906,2021,2021,3.12,17.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5850948,2021,2021,4919.27,48038.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5850954,2021,2021,1423.49,16990.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5850957,2021,2021,246.83,2426,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5850819,2021,2021,520.31,6286,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8963147,2021,2021,1087.41,10526.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8963153,2021,2021,1514.21,16082.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5849707,2021,2021,116.58,1196.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5849868,2021,2021,14.89,116.9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5807960,2021,2021,68,599,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5807966,2021,2021,21,241,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5807990,2021,2021,4,521,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5760227,2021,2021,906,16935,0,0,0,0,0,0,1
OEM,8381039,2021,2021,1.33,6.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8381392,2021,2021,1485.58,30746.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8382559,2021,2021,2046.16,37334.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,63011002,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010969,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010852,2021,2021,1507,18810,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010913,2021,2021,2,6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011020,2021,2021,2,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010829,2021,2021,2172,31944,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010916,2021,2021,1,6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011046,2021,2021,2748,37083,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011019,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010928,2021,2021,1,4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010994,2021,2021,3,30,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011056,2021,2021,1402,17703,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010988,2021,2021,2615,39042,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010982,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010923,2021,2021,2,7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011040,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010992,2021,2021,7,57,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63011061,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010846,2021,2021,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010887,2021,2021,5,24,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010822,2021,2021,172,2255,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010835,2021,2021,228,3299,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,63010946,2021,2021,6,40,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5852151,2021,2021,2,4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,10018690,2021,2021,95.19,1139.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10018989,2021,2021,65.9,898.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,10019620,2021,2021,1.87,10.1,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5766729,2021,2021,164.19,2723.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766655,2021,2021,41.74,648.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766752,2021,2021,136.93,2099.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766551,2021,2021,248.73,3340,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393098,2021,2021,414.57,6833.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9555821,2021,2021,1.62,10.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5766012,2021,2021,355.76,7045.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766245,2021,2021,509.28,8051.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766382,2021,2021,1583.09,31109.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766386,2021,2021,1304.29,28315.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766342,2021,2021,897.53,11424.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766346,2021,2021,901.06,15450.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5767011,2021,2021,1281.33,22718.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766807,2021,2021,1204.85,23892.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766963,2021,2021,3476.21,63754.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944802,2021,2021,57.42,828.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944803,2021,2021,530.84,7098.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944804,2021,2021,1374.72,20386.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944805,2021,2021,656.16,9182.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9803576,2021,2021,320.43,4756.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9521497,2021,2021,310.52,4438.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944720,2021,2021,234.82,3760.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8944724,2021,2021,463.03,7907.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393715,2021,2021,1174.99,21802.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393697,2021,2021,401.38,7701.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766315,2021,2021,756.14,13583.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393705,2021,2021,883.33,18268.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766865,2021,2021,476.29,9977.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8390883,2021,2021,558.34,11399.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766849,2021,2021,622.2,12954.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766969,2021,2021,79.89,1412.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766998,2021,2021,535.57,10563.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766799,2021,2021,606.24,10147.7,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766839,2021,2021,362.54,6360.3,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766864,2021,2021,219.83,4939.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766797,2021,2021,199.45,3949.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766906,2021,2021,38.66,675.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766801,2021,2021,483.6,9955,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766977,2021,2021,454.08,9168.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766859,2021,2021,294.29,4577.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766844,2021,2021,281.5,3910.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766947,2021,2021,373.93,4940.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766927,2021,2021,197.55,2610.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766464,2021,2021,122.94,2203.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393079,2021,2021,818.89,15536.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766488,2021,2021,767.64,13970,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766018,2021,2021,242.61,4912.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766221,2021,2021,620.98,12889.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5765952,2021,2021,200.11,2920.5,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8403260,2021,2021,172.78,2998.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8403261,2021,2021,338.29,5648,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766201,2021,2021,1401.52,21994.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5766392,2021,2021,131.58,2519.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393659,2021,2021,123.54,2487.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393660,2021,2021,649.33,12936.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,8393661,2021,2021,1496.47,28244.8,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798387,2021,2021,1240,19493,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798388,2021,2021,527,6091,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798389,2021,2021,449,6107,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798390,2021,2021,717,10263,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798391,2021,2021,263,2885,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798393,2021,2021,758,13768,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798394,2021,2021,542,6624,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798395,2021,2021,1,4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5798396,2021,2021,3,9,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5798397,2021,2021,2,5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5798398,2021,2021,1619,18667,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5798399,2021,2021,935,13502,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743656,2021,2021,6.99,27.6,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743676,2021,2021,1.17,7,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743704,2021,2021,3.6,12.4,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743748,2021,2021,128.96,1294,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743809,2021,2021,24.87,270.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,9743848,2021,2021,254.61,2949.9,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743852,2021,2021,2.18,11.2,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,6519978,2021,2021,1680.25,26748.4,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5851417,2021,2021,1.2,6.3,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5850534,2021,2021,1516.49,20293.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,9743782,2021,2021,1.97,7.8,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5851225,2021,2021,1748.45,23074.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5851300,2021,2021,1075.48,14116.6,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5851309,2021,2021,7062.98,88531.2,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5850347,2021,2021,4.04,39.5,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,5850368,2021,2021,8.14,79,NULL,NULL,NULL,NULL,NULL,NULL,0
OEM,8962287,2021,2021,2066.23,24011.1,NULL,NULL,NULL,NULL,NULL,NULL,1
OEM,5765518,2021,2021,949,18424,0,0,0,0,0,0,1
OEM,8407207,2021,2021,250,2535,0,0,0,0,0,0,1
OEM,8888684,2021,2021,1.4,4.3,0,0,0,0,0,0,0
OEM,5724031,2021,2021,80,1042,0,0,0,0,0,0,1
OEM,8881958,2021,2021,315.5,5687.2,0,0,0,0,0,0,1
OEM,10012533,2021,2021,1,7.5,0,0,0,0,0,0,0
OEM,10029197,2021,2021,1.1,8.4,0,0,0,0,0,0,0
OEM,9998461,2021,2021,1.5,7.9,0,0,0,0,0,0,0
OEM,9990909,2021,2021,1,10.7,0,0,0,0,0,0,0
OEM,8881965,2021,2021,1.6,15.3,0,0,0,0,0,0,0
OEM,8888226,2021,2021,366.3,4012.5,0,0,0,0,0,0,1
OEM,8888267,2021,2021,1.3,12.1,0,0,0,0,0,0,0
OEM,8888332,2021,2021,2,11.7,0,0,0,0,0,0,0
OEM,8888351,2021,2021,2.5,20.9,0,0,0,0,0,0,0
OEM,8888352,2021,2021,2.9,22.2,0,0,0,0,0,0,0
OEM,8888353,2021,2021,2.9,27.1,0,0,0,0,0,0,0
OEM,5757173,2021,2021,1174,17292,0,0,0,0,0,0,1
OEM,5758676,2021,2021,858,14425,0,0,0,0,0,0,1
OEM,5761801,2021,2021,1086,16430,0,0,0,0,0,0,1
OEM,8987488,2021,2021,889,13245,0,0,0,0,0,0,1
OEM,10232083,2021,2021,1,5.2,0,0,0,0,0,0,0
OEM,5758781,2021,2021,2087,29577,0,0,0,0,0,0,1
OEM,5736077,2021,2021,2422,36544,0,0,0,0,0,0,1
OEM,5743967,2021,2021,66,638,0,0,0,0,0,0,1
OEM,8887822,2021,2021,308.7,3740.1,0,0,0,0,0,0,1
OEM,8888618,2021,2021,1.3,2.5,0,0,0,0,0,0,0
OEM,8388890,2021,2021,1456.7,29728.9,0,0,0,0,0,0,1
OEM,8888686,2021,2021,1.4,5.1,0,0,0,0,0,0,0
OEM,8888701,2021,2021,1.6,6,0,0,0,0,0,0,0
OEM,8888704,2021,2021,1.9,9.6,0,0,0,0,0,0,0
OEM,8888705,2021,2021,1.6,5.2,0,0,0,0,0,0,0
OEM,5761951,2021,2021,111,1759,0,0,0,0,0,0,1
OEM,8927585,2021,2021,141.84,1700.4,0,0,0,0,0,0,1
OEM,8927589,2021,2021,250.67,2842.5,0,0,0,0,0,0,1
OEM,8927593,2021,2021,5.51,42.4,0,0,0,0,0,0,0
OEM,8927600,2021,2021,132.41,1465.9,0,0,0,0,0,0,1
OEM,8927601,2021,2021,0.99,6.2,0,0,0,0,0,0,0
OEM,8927602,2021,2021,10.38,134,0,0,0,0,0,0,0
OEM,8927603,2021,2021,2.01,15,0,0,0,0,0,0,0
OEM,8888312,2021,2021,210.8,2704.2,0,0,0,0,0,0,1
OEM,8887714,2021,2021,2.5,14.8,0,0,0,0,0,0,0
OEM,8889061,2021,2021,2.6,14.8,0,0,0,0,0,0,0
OEM,8888968,2021,2021,1253.5,15813.4,0,0,0,0,0,0,1
OEM,8889003,2021,2021,1.4,10.8,0,0,0,0,0,0,0
OEM,8405626,2021,2021,1.7,12.6,0,0,0,0,0,0,0
OEM,8889048,2021,2021,2,12.8,0,0,0,0,0,0,0
OEM,8889140,2021,2021,110.3,1314.2,0,0,0,0,0,0,1
OEM,8888781,2021,2021,1.5,4.3,0,0,0,0,0,0,0
OEM,8888782,2021,2021,1.5,6.2,0,0,0,0,0,0,0
OEM,8888786,2021,2021,2,6.5,0,0,0,0,0,0,0
OEM,8987490,2021,2021,338,5929,0,0,0,0,0,0,1
OEM,8887815,2021,2021,3.4,24.2,0,0,0,0,0,0,0
OEM,8887848,2021,2021,3.9,28.2,0,0,0,0,0,0,0
OEM,8887850,2021,2021,2,2.8,0,0,0,0,0,0,0
OEM,8405615,2021,2021,2.3,15.7,0,0,0,0,0,0,0
OEM,8405619,2021,2021,1.7,13.6,0,0,0,0,0,0,0
OEM,8888391,2021,2021,1.3,7.4,0,0,0,0,0,0,0
OEM,8405453,2021,2021,2.2,22.7,0,0,0,0,0,0,0
OEM,5761768,2021,2021,96,1798,0,0,0,0,0,0,1
OEM,5761785,2021,2021,848,14651,0,0,0,0,0,0,1
OEM,8915985,2021,2021,12.4,138.8,0,0,0,0,0,0,0
OEM,8916019,2021,2021,1,4.1,0,0,0,0,0,0,0
OEM,10238679,2021,2021,1.8,7.2,0,0,0,0,0,0,0
OEM,10238680,2021,2021,2.3,7,0,0,0,0,0,0,0
OEM,10238681,2021,2021,1.6,9.2,0,0,0,0,0,0,0
OEM,10238682,2021,2021,1.5,6.8,0,0,0,0,0,0,0
OEM,10238685,2021,2021,2.2,14.7,0,0,0,0,0,0,0
OEM,10238686,2021,2021,1.2,6,0,0,0,0,0,0,0
OEM,10238687,2021,2021,3.2,9.4,0,0,0,0,0,0,0
OEM,10238688,2021,2021,2.3,16.6,0,0,0,0,0,0,0
